INSERT INTO City (Name) 
VALUES
('Zagreb'),
('Split'),
('Rijeka'),
('Osijek'),
('Zadar'),
('Dubrovnik'),
('Pula'),
('Šibenik'),
('Varaždin'),
('Karlovac'),
('Berlin'),
('Munchen'),
('Hamburg'),
('Frankfurt'),
('Köln');

insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro Riverside', 15, 6, '10:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pub Star', 1, 31, '10:30:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Restaurant Riverside', 3, 25, '10:00:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brewery Beach', 9, 42, '12:00:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Lounge Coast', 11, 33, '12:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Lounge Cedar', 11, 21, '10:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Trattoria Meadow', 1, 36, '11:30:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brasserie Oasis', 11, 39, '11:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Tavern Paris', 15, 24, '10:30:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Steakhouse Cloud', 13, 48, '11:00:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Trattoria Cedar', 8, 40, '11:30:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cantina Delight', 8, 49, '10:30:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cantina Savannah', 1, 28, '10:30:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Sushi Hill', 7, 34, '12:30:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Grill Harvest', 12, 5, '12:00:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Lounge Cloud', 5, 22, '12:30:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Taco Coast', 6, 14, '12:00:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro London', 8, 33, '10:30:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Noodle Bar Delight', 3, 30, '12:30:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Taco Park', 10, 15, '12:00:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Ristorante Bayou', 6, 47, '12:00:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pub Toscana', 6, 35, '12:30:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brewery Hill', 2, 29, '10:30:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bakery Coast', 12, 20, '10:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Lounge Riverside', 3, 40, '12:30:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('BBQ Lagoon', 13, 45, '12:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bakery Riverside', 5, 7, '11:00:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro Alley', 4, 45, '10:30:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Lounge Fusion', 14, 28, '10:30:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cafe Meadow', 10, 6, '10:30:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bakery Oasis', 13, 26, '11:30:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Tavern Mountain', 8, 17, '10:30:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro Cielo', 1, 7, '10:30:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Restaurant Violet', 9, 23, '10:30:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('BBQ Paris', 13, 9, '11:30:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Sushi Verona', 5, 43, '10:00:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Tavern Star', 1, 10, '11:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Diner Cedar', 8, 50, '11:00:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Taco Harvest', 12, 7, '11:00:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brasserie Mountain', 12, 32, '11:00:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bakery Bayou', 12, 40, '11:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brasserie Mandala', 10, 9, '11:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('BBQ Cloud', 4, 37, '12:00:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Grill River', 9, 29, '12:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Restaurant Riverside', 13, 6, '11:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Restaurant Hill', 4, 31, '10:30:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Lounge Wood', 15, 23, '10:30:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bakery London', 3, 46, '10:30:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cafe Meadow', 13, 11, '10:00:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cafe Verona', 11, 29, '10:30:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Sushi Toscana', 2, 40, '10:30:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Trattoria Garden', 14, 18, '11:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cantina Haven', 2, 39, '10:30:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Tavern Ocean', 6, 34, '12:00:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pizzeria River', 11, 27, '11:00:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cafe Sunset', 13, 17, '11:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Diner Cove', 10, 39, '12:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro Star', 6, 23, '11:00:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Steakhouse Paris', 15, 45, '11:00:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Sushi Harvest', 10, 20, '11:00:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cafe Harvest', 1, 10, '10:30:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Tavern Riverside', 9, 19, '11:00:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Ristorante Pine', 4, 12, '12:30:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Sushi Mandala', 6, 23, '10:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Taco Verde', 5, 20, '12:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brewery Ocean', 8, 39, '12:00:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('BBQ River', 5, 26, '11:30:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('BBQ Milano', 5, 35, '11:30:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro Harvest', 1, 35, '12:30:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Lounge Vista', 2, 21, '12:00:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Restaurant Sierra', 5, 13, '10:30:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cafe Tuscany', 9, 9, '12:00:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Steakhouse Park', 14, 33, '11:00:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Steakhouse Star', 15, 28, '11:30:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Noodle Bar Vino', 8, 10, '10:00:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Diner Milano', 14, 34, '12:30:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cafe River', 7, 31, '11:30:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Noodle Bar Hill', 1, 40, '12:00:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pub Cedar', 5, 7, '11:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cantina Star', 11, 9, '11:30:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Tavern Oasis', 10, 32, '11:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Taco Bay', 5, 12, '11:30:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro Cloud', 15, 31, '11:30:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Diner Sierra', 3, 38, '11:00:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brewery Pine', 14, 16, '12:00:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bakery Vista', 2, 22, '12:00:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cafe Fusion', 14, 8, '11:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('BBQ Wood', 6, 35, '12:30:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('BBQ Coast', 3, 34, '10:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Sushi Springs', 15, 47, '12:30:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Diner Dorado', 15, 7, '11:30:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Taco Star', 13, 24, '12:00:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Tavern Verona', 3, 31, '12:30:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Sushi Wood', 15, 49, '11:30:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Noodle Bar Park', 12, 23, '11:30:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Sushi Hill', 13, 11, '12:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Taco Cielo', 11, 10, '10:00:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bakery Toscana', 12, 24, '11:00:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Trattoria Bistro', 2, 6, '11:00:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro Bistro', 13, 28, '12:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Steakhouse Forest', 8, 46, '11:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Noodle Bar Mountain', 13, 24, '12:30:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cantina Harvest', 2, 42, '12:30:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Trattoria Riverside', 9, 48, '10:30:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brewery Beach', 10, 15, '10:00:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Noodle Bar Fusion', 11, 38, '11:30:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brasserie Bay', 4, 27, '11:30:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Ristorante Riverside', 2, 5, '10:00:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Lounge Bistro', 7, 21, '10:30:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Restaurant London', 9, 50, '10:30:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Steakhouse Pine', 3, 37, '11:30:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro Verde', 2, 43, '11:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Restaurant Pine', 9, 13, '12:30:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cantina Dorado', 10, 17, '11:00:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pizzeria Cielo', 2, 15, '10:00:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Ristorante Sunset', 15, 46, '11:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Noodle Bar Pine', 5, 38, '11:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Steakhouse Palazzo', 3, 20, '10:30:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pizzeria Milano', 4, 25, '12:00:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Taco River', 15, 32, '10:00:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brewery Beach', 9, 28, '10:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Trattoria Bay', 3, 13, '12:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cafe Bay', 8, 14, '10:00:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Sushi River', 7, 16, '12:00:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pub Springs', 14, 29, '11:00:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brasserie Hill', 4, 36, '11:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('BBQ Riverside', 14, 39, '10:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cafe Fusion', 8, 11, '11:30:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Lounge Ocean', 7, 35, '12:30:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bakery Bayou', 1, 38, '11:30:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brewery Roma', 8, 26, '10:00:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Lounge Riverside', 5, 46, '10:00:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Ristorante Cove', 12, 27, '12:30:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Diner Oasis', 15, 10, '10:30:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Lounge Riverside', 11, 12, '10:00:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Sushi Star', 8, 14, '10:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brasserie Palazzo', 12, 29, '10:00:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Sushi Vista', 4, 17, '10:30:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pizzeria Orchard', 14, 14, '11:00:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Tavern Park', 12, 23, '10:00:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Trattoria Palazzo', 6, 11, '10:30:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bakery London', 9, 25, '12:30:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Noodle Bar Savannah', 9, 22, '11:30:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Diner Coast', 5, 46, '12:00:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bakery Roma', 4, 32, '10:00:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Ristorante Wood', 13, 48, '10:30:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Restaurant Paris', 6, 45, '12:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Grill Toscana', 10, 13, '12:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro Lagoon', 10, 35, '10:30:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Taco Meadow', 4, 38, '11:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cafe Verde', 13, 42, '11:30:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Noodle Bar Pineapple', 6, 39, '11:30:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('BBQ Cedar', 1, 6, '12:30:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bakery Oasis', 10, 6, '12:00:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Trattoria Mandala', 14, 7, '11:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bakery River', 5, 10, '10:30:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pub Orchard', 5, 9, '11:30:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brasserie Coast', 2, 22, '11:00:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brasserie Milano', 3, 5, '11:30:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Sushi Forest', 9, 38, '10:30:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Steakhouse Oasis', 10, 37, '12:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Noodle Bar Riverside', 3, 15, '11:30:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Restaurant River', 15, 47, '12:00:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Sushi Violet', 8, 32, '12:30:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brasserie Pineapple', 12, 41, '10:00:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Trattoria Orchard', 13, 17, '11:30:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Sushi Meadow', 12, 11, '10:30:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Pub Sierra', 5, 13, '11:00:00', '22:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Cantina Cielo', 9, 9, '10:00:00', '23:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Restaurant Coast', 10, 20, '11:30:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Grill Dorado', 7, 11, '10:30:00', '22:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('BBQ Toscana', 8, 19, '10:30:00', '23:30:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Noodle Bar Haven', 14, 22, '12:00:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Noodle Bar Fusion', 9, 27, '10:00:00', '22:30:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Trattoria Beach', 2, 10, '10:00:00', '23:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Brewery River', 10, 6, '12:00:00', '23:00:00', true);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('BBQ Delight', 2, 7, '12:00:00', '22:00:00', false);
insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Steakhouse Verona', 15, 15, '10:30:00', '23:00:00', true);
